file_name	title	date	coperta	pot_city_name	coperta_appended	city_name	latitude	longitude
data_155.json	Cesare in Egitto, dramma per musica da rappresentarsi nel Teatro Giustinian di S. Mosè l'autunno dell'anno 1746	1746	"['S209', '.', 'Ah', '""', 'CESARE', 'IN', 'EGITTO', 'DRAMMA', 'PER', 'MUSICA', 'Da', 'Rapprefentari', 'nel', '‘Teatro', 'GIUSIINIAN', 'di', 'S', '.', 'MOSE', '’', 'L', '’', 'Avronno', 'puts', '?', 'Asno', '5746', ',', 'IN', 'VENEZIAMDCCXLYL', 'Appel', 'Mons', 's10', 'Fuxzo', '.', 'CON', 'LICENZ', '.', '4', 'DE', 'SUPER', 'IONE', 'a', 'M1', ',']"	[]	0	0	0	0
data_241.json	Fernando nel Messico, dramma per musica da rappresentarsi nel Teatro Venier in San Benedetto il carnovale dell'anno 1798	1798	"['|', 'Podreegueo', 'MANDO', 'neMESS1C2', 'A798', 'Wb', ':', 'FERNANDO', 'NEL', 'MESSICO', 'DRAMMA', 'PER', 'MUSICA', 'NEL', 'TEATRO', 'VENIER', 'IN', 'SAN', 'BENEDETTO', 'Tt', 'Carnovale', 'dell', '’', 'Anno', '1798', 'VENEZIA', '1798', 'Em', 'a1', '.', '0553', '.', '08', '5', 'ARGOMENTO', '.', 'Liorché', 'T', 'armata', 'Spagnucla', 'comane', 'ata', 'dal', 'valoroso', '¢', 'prudonte', 'Fer', '-', 'ado', 'Cortes', 'giunse', 'ad', 'impossessarsi', 'del', '-', 'Ja', 'Gitth', 'di', 'Messico', ',', 'Capitile', 'ai', 'quel', 'vax', 'sto', '©', 'ricco', 'Impero', 'del', 'nuovo', 'Monto', ',', 'se', 'deva', 'sul', '‘Troto', 'Quauhtomotzia', ',', 'a', 'cui', 'nel', '.', 'presente', 'Dramma', 'per', 'comodo', 'dell', ':', 'Poesia', ',', 'non', 'meno', 'che', 'della', 'Musica', ',', 'ot', '4', 'caneato', 'il', 'nome', 'in', 'quello', 'di', 'Telco', ',', 'Dutd', 'Vasedio', '76', 'giomi', ',', 'csi', 'rese', 'som', '‘re', 'pid', 'formidable', 'dalle', 'pare', 'doit', 'Ace', 'gressori', 'per', 'W', ""'"", 'immeoso', 'numero', 'di', 'Alleati', 'Amezicani', ',', 'che', 'si', 'unitona', 'al', 'Campo', 'Spa', '-', 'gouty', ',', 'fea', 'i', 'quali', 'i', 'pit', 'terribill', 'faro', '-', 'fo', 'i', 'Tlaseallesi', ',', '6', ')', 'per', 'Ia', 'moltitudine', '»', 'che', 'por', 'la', 'ferocia', ',', 'mentre', 'Ia', 'Repubblica', 'i', 'Tiaseala', 'era', '1a', 'pits', 'potonte', '&', 'la', '.', 'pit', 'Paes', 'neni', 'et', 'Mesicnt', 'Hee', 'il', 'glovane', 'Monatca', 'ogni', 'sforzo', 'per', 'difen', '-', 'dil', ',', 'e', ',', 'sehbeno', 'vedeme', 'git', 'eopuganta', 'gual', 'tutta', '1a', 'Citi', ',', 'ed', 'ali', 'steso', 'at', 'foste', 'rifagiato', 'in', 'un', 'angolo', 'dla', 'made', 'sia', ',', 'dov', '?', 'era', '1a', 'sua', 'mal', 'difesa', 'Reggia', ',', 'Pure', 'ricasd', 'pit', 'volte', 'i', 'trattati', 'dictexd', 'offertighi', 'dal', 'generoso', 'Gapitina', '.', '.', 'Kipal', '-', '[', 'mente', 'soguita', 'Ta', 'presa', 'del', 'Messito', 'il', 'at', '15', 'Agosto', '1531', '.', 'fu', 'fatto', 'anch', '’', 'eglt', 'pri', 'atte', 'co', 'St', 'Regio', 'Teens', 'poss', ',', 'alla', 'quale', 'si', '¢', 'pure', 'cangiato', 'ik', 'Ag', 'Doe']"	['venezia']	1	Venice	45.43713	12.33265
data_6.json	Adelaide di Borgogna, melodramma serio in due atti di Luigi Romanelli, musica di Pietro Generali. Da rappresentarsi in Venezia nel Teatro di San Benedetto la primavera 1829	1829	['2d', 'luh', 'By', 'pdereLe', 'xf', ',', 'PRADO', 'oR', 'pi', 'oie', 'oe', 'este', 'ADELAIDE', 'Co', 'eee', 'k', ':', ';', 'i', 'k', 'BORGOGNA', '.', ':', 'i', 'i', 'i', 'i', 'CORI', 'OR', 'OR', 'i', 'DR', 'de', 'et', 'ADELAIDE', '‘DI', 'BORGOCNA', '(', 'MELODRAMMA', 'SERIO', 'IN', 'DUE', 'ATTT', 'LUIG', '!', 'ROMANELLI', '.', 'MUSICA', 'DI', 'PIETRO', 'GENERALT', '‘DA', 'RAPERESENTARSIIN', 'VENEZIA', 'NEL', 'TEATRO', 'DI', 'SAN', 'BENEDETTO', 'LA', 'PRIMAVERA', '1820', ':', '“VENEIa', '‘pinta', 'worn', '.', 'ait', '.', 'mast', '.']	['venezia']	0	Venice	45.43713	12.33265
data_1013.json	S. Elena al Calvario, componimento sacro per musica applicato al SS. Sepolcro, e cantato nell'augustissima cappella della sac. ces., e catt. real maestà di Carlo 6. imperadore de' romani sempre augusto l'anno 1731. La poesia è del Sig. Abbate Pietro Metastasio. Poeta di S. M. Cef., e Cattolica. La musica è del Sig. Antonio Caldara, Vice-Maestro di Cappella di S. M. Ces. e Cattolica.	1731	"['ee', 'SoukdigEeNsA', 'CALVARIO', '.', 'COMPONIMENTO', 'SACRO', 'PER', 'MUSICA', 'APPLICATO', 'SS', '.', 'SEPOLCRO', ':', 'E', 'CANTATO', 'NELL', ""'"", 'AUGUSTISSIMA', 'CAPPELLA', 'DELLA', 'SAC', '.', 'CES', '.', ',', 'ECATT', '.', 'REAL', 'MAESTA', 'Di', 'CARLO', 'VL', 'IMPERADORE', 'DE', '’', 'ROMANI', 'SEMPRE', 'AUGUSTO', 'ANNO', 'MDCCX']"	[]	0	0	0	0
data_852.json	La vera costanza dramma giocoso per musica da rappresentarsi nel Teatro Zagnoni in Bologna l'autunno dell'anno 1780. Dedicato all'e.mo, e r.mo signor cardinale Ignazio Boncompagni Ludovisi degnissimo legato a latere di questa città	1780	['ANF', 'OSS', '!', 'LA', 'VERA', 'COSTANZA', 'Itke', ':', 'LA', 'Send', '|', 'COSTANZA', 'Dramma', 'giocofo', 'per', 'Mufica', 'DA', 'RAPPRESENTARSI', 'F', 'NEL', 'TEATRO', 'ZAGNONI', 'Re', 'IN', 'BOLOGNA', '|', '‘L', '’', 'Autunno', 'dell', '’', 'Anno', '1780', ';', '[', 'jp', '_', 'aedese', 'ante', ',', '«', 'to', 'sigan', 'CARDINALE', '-', 'IGNAZIO', 'BONCOMPAGNT', 'if', 'LuDOVIsS', '!', 'Degnifimo', 'Legato', '2', 'Latere', '‘', 'ai', 'qoefis', 'Cita', '.', '|', 'alee', '“Tamme', 'ada', 'jem', '|', 'OMe', '‘']	['bologna']	0	Bologna	44.49381	11.33875
data_743.json	La donna di genio volubile dramma giocoso per musica di Giovanni Bertati poeta al servizio di S.M.I.R.A. &c. da rappresentarsi nel nobilissimo Teatro Giustiniani in San Moisè l'autunno dell'anno 1796	1796	['MAD', '=', 'Parminr', 'f', '7', '<', '1', '42D', '290', '.', 'Ea', 'DONNA', 'DI', 'GENIO', 'VOLUBILE', 'DI', 'GIOVANNI', 'BERTATI', 'Net', 'Nosisissimo', 'Taares', 'GrusTINTANT', 'IN', 'SAN', 'MOISE', 'F', 'aovwuno', 'pers', '’', 'axxo', '1r06', 'ROL', '.', 'OBD3ES', 'ATITIOR', 'A', ',', 'Le', 'see', 'ae', 'eeunercas', 'sereeeee', 'ma', '3', '*', 'ea', 'DRIRODN', '1', ':', 'MUTAZIONI', 'DI', 'SCENE', ',', 'arro', 'PRIMO', '.', '‘Logeia', 'tena', 'aoe', 'y', 'dala', 'gone', 'pas', 'nel', 'r', '=', 'EES', 'Cote', 'ave', 'fon', '’', 'ell', 'per', '4TTo', 'SECONDO', '.', 'go', 'tmoto', 'deo', 'if', 'Palezo', 'della', 'Cone', ',', '1M', 'Seenalo', 'dl', 'Sig', '.', 'Gileppe', 'Camera', ';', '!', 'i', ';', 't', 'i', 'Bp', 'Aone', 'ce']	[]	1	0	0	0
data_655.json	L' occasione fa il ladro burletta per musica da rappresentarsi per la prima volta nel Teatro Giustiniani in san Moisè nell'autunno dell'anno 1812. Parole di Luigi Prividali. Musica di Gioachino Rossini, pesarese	1812	"['L', ""'"", 'OCCASIONE', 'FA', 'IL', 'LADRO', 'BURLEITA', 'PER', 'MUSICA', 'PER', 'LA', 'PRIMA', 'VOLTA', 'NEL', 'TEATRO', 'GIUSTINIANI', 'IN', 'SAN', 'MOISE', 'Noll', 'Astin', 'dell', 'Ano', '882', 'Porste', ',', '8', 'Tail', 'Pavia', '.', 'Muzica', ',', 'ai', 'Gionching', 'Rosin', ',', 'Bias', '.', 'IN', 'VENELIA', 'Mees', 'Stameznia', 'Misi']"	['pavia']	0	Pavia	45.19205	9.15917
data_579.json	L' Olimpiade dramma per musica da rappresentarsi nel Regio Teatro di Torino nel carnovale del 1765. Alla presenza di S.S.R.M.	1765	['LOLIMPIADE', 'DRAMMA', 'PER', 'MUSICA', 'DA', '.', 'RAPPRESENTARSI', 'NEL', 'REGIO', 'TEATRO', 'DI', 'TORINO', 'NEL', 'CARNOVALE', 'dal', '1765', '.', 'ALLA', 'PRESENZA', '5S', '.', '5', '.', 'Ro', 'Me', 'Pretlo', 'GASPARE', '.', 'i', '‘ella', 'Socitd', 'de', 'Signott', 'Caalet', '.']	['torino']	0	Turin	45.07049	7.68682
data_610.json	L'arbore di Diana a comic opera in two acts as represented at the King's Theatre in the Hay Market. The poetry by Lorenzo Da Ponte. The music by Martini	1797	['DRanars', 'riniona', '.', 'aie', 'Ramen', ',', 'Argomento', ',', 'Saiaaeromate', 'einen', 'ote', 'Ca', 'ae', 'ates', 'ee', 'SE', 'dive', 'prota', 'ath', 'el', 'rember', 'lh', 'ga', 'aman', 'ene', 'ee', 'SE', 'eo', 'toeaal', 'plata', 'pimeoneay', ':', 'Sanger', 'Bae', 'ess', 'cael', 'Oo', 'fee', 'EE', 'fe', '9', 'tal', 'ti', ',', 'ill', 'ett', 'Oe', 'realy', 'See', 'als', 'Te', 'ae', 'ee', 'ee', 'cast', '6', 'eee', 'ta', 'ebm', ':', 'The', 'Argument', '.', 'OM', 'TPA', 'sx', 'ws', 'oper', 'tappotaat', 'Diam', ',', '‘io', 'ively', 'ahnowleged', 'the', 'Goa', 'tet', 'of', 'Cat', ',', 'a', 'plented', 're', 'sader', '‘hich', 'hor', 'Ny', 'ly', 'pled', 'to', 'give', 'Fool', 'of', 'er', 'cay', ',', 'fo', 'We', 'manoct', 'a', 'I', 'Mexpaned', 'ie', 'proge', 'ofthe', 'dane', '{', 'Love', 'ig', 'AUG', 'ws', 'vention', ',', 'pe', 'strate', 'unperesved', 'it', 'the', 'garden', 'ne', 'fais', 'of', '+', 'Shephedte—be', 'mars', 'the', 'har', 'ofits', 'Conds', ',', 'ho', 'images', 'Rim', 'er', '-', 'Sino', 'by', 'the', 'Dei', '1', 'at', 'ooxndles', 'ie', 'toe', 'the', 'rare', 'alte', 'mgbi', '=', 'prtsallsbe', 'pon', 'of', 'hi', 'Gol', 'io', 'onfafon', '~', 'snd', 'fo', 'eompcte', 'bin', 'venga', ',', 'Ins', 'pices', 'rw', 'ove', 'or', 'Eine']	[]	1	0	0	0
data_586.json	L' amante anonimo, farsa giocosa per musica di Giuseppe Foppa da rappresentarsi nel nobilissimo Teatro in San Moise' l'autunno dell'anno 1803	1803	"['O18', '.', 'L', ""'"", 'AMANTE', 'ANONIMO', 'FARSA', 'GIOCOSA', 'PER', 'MUSICA', 'DI', 'GIUSEPPE', 'FOPPA', '|', 'DA', 'RAPPRESENTARSE', 'NEL', 'NOBILISSIMO', 'TEATRO', 'IN', 'SAN', 'MOISE', 'E', 'dstunse', 'dei', '?', 'duno', 'x03', '.', 'wom', 'IN', 'VENEZIA', 'PER', 'IL', 'CASALE', 'Con', 'Bekmissione', '.']"	['venezia', 'casale']	0	Venice	45.43713	12.33265
